z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
168378.63915298888,5.6731088853085465,1205.2388377456273,2.600373514356253,3.050012845015086,NaN,NaN,NaN,NaN
169103.99518261224,5.551655755402529,1201.043046721789,2.544703051634344,2.9847166331162063,NaN,NaN,NaN,NaN
169826.98416398795,5.432802762927703,1196.8585012070987,2.4902244862313485,2.920818247555356,NaN,NaN,NaN,NaN
170547.61126719962,5.316494242668481,1192.685172239391,2.4369122962836602,2.858287767887189,NaN,NaN,NaN,NaN
171265.88165497046,5.202675721121756,1188.523030960276,2.3847415065880027,2.7970959139484206,NaN,NaN,NaN,NaN
171981.81111410796,5.091292249163264,1184.371988100753,2.3336869243262632,2.737213149477373,NaN,NaN,NaN,NaN
172695.3728991315,4.982296586184754,1180.2321965610379,2.283726890397475,2.678614082139076,NaN,NaN,NaN,NaN
173406.60404369087,4.8756327574542215,1176.1034462543105,2.2348357425918715,2.6212686235689233,NaN,NaN,NaN,NaN
174115.49905060217,4.771252448414382,1171.9857692655241,2.1869913302404966,2.565150803357538,NaN,NaN,NaN,NaN
174822.07353855018,4.66910526650618,1167.879077404396,2.1401705504832225,2.510233533610192,NaN,NaN,NaN,NaN
175526.31160799752,4.569146415029447,1163.7834623595234,2.0943528657343693,2.4564927346057663,NaN,NaN,NaN,NaN
176228.23932051647,4.471326097394323,1159.6987764538173,2.0495154468794703,2.403901638290258,NaN,NaN,NaN,NaN
176927.84090051925,4.375601414449249,1155.625110957986,2.0056386266652524,2.3524371845626075,NaN,NaN,NaN,NaN
177625.12154822017,4.281927440582213,1151.5624375205061,1.962701809196609,2.3020752236213764,NaN,NaN,NaN,NaN
178320.1174171795,4.190256160154311,1147.5105506962007,1.920682982456878,2.252789944138131,NaN,NaN,NaN,NaN
179012.80252859773,4.100548781704959,1143.4696005304904,1.8795643627541985,2.2045604936941894,NaN,NaN,NaN,NaN
179703.20256481168,4.012760615629718,1139.4394415146533,1.8393254630334797,2.157362848715282,NaN,NaN,NaN,NaN
180391.30205796164,3.926853162382358,1135.4201639042049,1.7999486338109285,2.1111763133227957,NaN,NaN,NaN,NaN
181077.12653995777,3.842783625370539,1131.4116230576537,1.7614142561220019,2.0659778812848337,NaN,NaN,NaN,NaN
181760.67081528253,3.7605139231783964,1127.4138505539895,1.7237048725059692,2.0217470811580465,NaN,NaN,NaN,NaN
182441.9298165357,3.680006710068495,1123.4268774622449,1.686803362853977,1.9784638368800587,NaN,NaN,NaN,NaN
183120.9187688058,3.6012230409994164,1119.450618409117,1.650691874140434,1.9361072124080827,NaN,NaN,NaN,NaN
183797.65275591076,3.5241248809170975,1115.48498876694,1.61535297061553,1.89465676076736,NaN,NaN,NaN,NaN
184472.1266905931,3.448677306266564,1111.5300199647645,1.580770642885003,1.8540937076652293,NaN,NaN,NaN,NaN
185144.34559442147,3.374844979858649,1107.5856854278184,1.5469286920672007,1.8143990563197663,NaN,NaN,NaN,NaN
185814.31448221733,3.3025933210338887,1103.6519587027399,1.5138112661821859,1.7755542165478848,NaN,NaN,NaN,NaN
186482.0482770537,3.2318874472592105,1099.728756264585,1.4814023749935514,1.7375404357592863,NaN,NaN,NaN,NaN
187147.53211779823,3.1626963494182743,1095.8161664443414,1.4496878038418521,1.7003410436901605,NaN,NaN,NaN,NaN
187810.77109843507,3.094987553704182,1091.9141626931412,1.4186526667667385,1.6639385825540702,NaN,NaN,NaN,NaN
188471.7997518353,3.028726352873708,1088.022548388649,1.3882810541780903,1.628314393704398,NaN,NaN,NaN,NaN
189130.59351553407,2.963884706982596,1084.1414683471846,1.3585601127000833,1.593453402875647,NaN,NaN,NaN,NaN
189787.1769616069,2.9004303129341675,1080.2707835365359,1.3294750348716573,1.559338243810418,NaN,NaN,NaN,NaN
